timestamp,score,total,percentage
2026-02-26T16:51:20.501710,4,8,50.0
2026-02-26T16:53:17.680618,4,8,50.0
2026-02-26T16:57:42,4,8,50.0
2026-02-26T16:57:53,4,8,50.0
2026-02-26T17:03:34,4,8,50.0
2026-02-26T17:03:42,4,8,50.0
